Start of Header
Channel	Tag	SerialNumber	ModelNumber	FirmwareVersion	BuildDate	CalibrationDate	AcquisitionAveraging	AcquisitionRate	ChannelWavelength	ChannelType	RangingMode	AdcBufferEnabled	AdcChannelType	AdcGain	Responsivity (xV/Calibrated Units)	GainRatioHighLow	GainRatioHighMedium	GainRatioMediumLow	OffsetHigh	OffsetLow	OffsetMedium	RangingDelayHigh	RangingDelayLow	RangingDelayMedium	SwitchPointHigh	SwitchPointLow	Temperature (°C)	Line Voltage (V)	Calibrated Unit	AsciiMode	Virtualization	DateTimeRecorded
Master	0	000540	Aggregator	"v:1.35 12/18/11 HDpx | 16, Deckbox Standard"	6/13/2008	1/1/2001	67	125		D_Master																				0	"001||P:12,0,0||H:16"	8/18/2019 6:15:28 PM
Ed0	1	000541	Aggregator	"v:1.35 12/18/11 HDpx | 0, V2 optical head"	6/13/2008	1/1/2001	67	125		D_Ed0																	22.89497	6.444		0	"002||P:4,2,19||H:0"	8/18/2019 6:15:28 PM
Ed0305	A	001397	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	305	Ed0	Auto	False	PrimaryInput	Gain_1	0.0938865		203.4873	199.0983	8388352	8388509	8388507	3	3	3	31000	7782400	21.18702	2.5	µW/(cm² nm)	0	"003|"	8/18/2019 6:15:28 PM
Ed0320	B	001398	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	320	Ed0	Auto	False	PrimaryInput	Gain_1	0.1814433		201.3968	199.5998	8387686	8387899	8387897	3	3	3	31000	7782400	21.61401	2.49	µW/(cm² nm)	0	"004|"	8/18/2019 6:15:28 PM
Ed0340	C	001399	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	340	Ed0	Auto	False	PrimaryInput	Gain_1	0.1309185		202.1422	198.9811	8388206	8388337	8388335	3	3	3	31000	7782400	21.18702	2.5	µW/(cm² nm)	0	"005|"	8/18/2019 6:15:28 PM
Ed0380	D	001400	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	380	Ed0	Auto	False	PrimaryInput	Gain_1	0.06284811		205.6731	198.8568	8388654	8388819	8388819	3	3	3	31000	7782400	21.61401	2.514	µW/(cm² nm)	0	"006|"	8/18/2019 6:15:28 PM
Ed0395	E	001401	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	395	Ed0	Auto	False	PrimaryInput	Gain_1	0.195937		201.0987	199.8605	8388090	8388327	8388325	3	3	3	31000	7782400	21.18702	2.519	µW/(cm² nm)	0	"007|"	8/18/2019 6:15:28 PM
Ed0412	F	001402	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	412	Ed0	Auto	False	PrimaryInput	Gain_1	0.3713344		202.8292	198.7829	8388520	8388721	8388721	3	3	3	31000	7782400	21.61401	2.5	µW/(cm² nm)	0	"008|"	8/18/2019 6:15:28 PM
Ed0443	G	001403	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	443	Ed0	Auto	False	PrimaryInput	Gain_1	0.3310805		202.4413	199.527	8388583	8388741	8388738	3	3	3	31000	7782400	21.18702	2.5	µW/(cm² nm)	0	"009|"	8/18/2019 6:15:28 PM
Ed0465	H	001404	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	465	Ed0	Auto	False	PrimaryInput	Gain_1	0.2466114		203.1861	199.2273	8388699	8388858	8388858	3	3	3	31000	7782400	21.18702	2.504	µW/(cm² nm)	0	"010|"	8/18/2019 6:15:28 PM
Ed0490	I	001405	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	490	Ed0	Auto	False	PrimaryInput	Gain_1	0.7822461		202.7577	198.7847	8388456	8388670	8388668	3	3	3	31000	7782400	21.61401	2.514	µW/(cm² nm)	0	"011|"	8/18/2019 6:15:28 PM
Ed0510	J	001406	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	510	Ed0	Auto	False	PrimaryInput	Gain_1	0.6639982		205.9313	198.9276	8388502	8388657	8388656	3	3	3	31000	7782400	21.61401	2.519	µW/(cm² nm)	0	"012|"	8/18/2019 6:15:28 PM
Ed0532	K	001407	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	532	Ed0	Auto	False	PrimaryInput	Gain_1	0.9390963		199.7689	199.4949	8388523	8388722	8388720	3	3	3	31000	7782400	20.76003	2.509	µW/(cm² nm)	0	"013|"	8/18/2019 6:15:28 PM
Ed0560	L	001408	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	560	Ed0	Auto	False	PrimaryInput	Gain_1	0.7836282		202.7813	199.1899	8389054	8389243	8389243	3	3	3	31000	7782400	21.18702	2.509	µW/(cm² nm)	0	"014|"	8/18/2019 6:15:28 PM
Ed0589	M	001409	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	589	Ed0	Auto	False	PrimaryInput	Gain_1	0.8127238		200.4592	198.7731	8388208	8388414	8388412	3	3	3	31000	7782400	21.18702	2.509	µW/(cm² nm)	0	"015|"	8/18/2019 6:15:28 PM
Ed0625	N	001410	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	625	Ed0	Auto	False	PrimaryInput	Gain_1	1.385282		198.5893	199.5279	8388445	8388602	8388602	3	3	3	31000	7782400	21.61401	2.5	µW/(cm² nm)	0	"016|"	8/18/2019 6:15:28 PM
Ed0665	O	001411	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	665	Ed0	Auto	False	PrimaryInput	Gain_1	1.527506		200.6133	199.7627	8387988	8388194	8388194	3	3	3	31000	7782400	21.18702	2.509	µW/(cm² nm)	0	"017|"	8/18/2019 6:15:28 PM
Ed0683	P	001412	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/8/2011	6/3/2019	67	125	683	Ed0	Auto	False	PrimaryInput	Gain_1	1.819587		201.5122	198.4013	8388610	8388759	8388758	3	3	3	31000	7782400	21.18702	2.514	µW/(cm² nm)	0	"018|"	8/18/2019 6:15:28 PM
Ed0694	Q	001420	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/9/2011	6/3/2019	67	125	694	Ed0	Auto	False	PrimaryInput	Gain_1	1.42781		203.1123	199.0783	8388395	8388599	8388602	3	3	3	31000	7782400	22.04099	2.5	µW/(cm² nm)	0	"019|"	8/18/2019 6:15:28 PM
Ed0710	R	001445	uRv2:3G	"v:2.003 03/04/11 3Gain"	12/9/2011	6/3/2019	67	125	710	Ed0	Auto	False	PrimaryInput	Gain_1	2.031416		201.6921	199.0481	8387989	8388211	8388211	3	3	3	31000	7782400	21.18702	2.509	µW/(cm² nm)	0	"020|"	8/18/2019 6:15:28 PM
Ed0780	S	001998	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	780	Ed0	Auto	False	PrimaryInput	Gain_1	1.863872		209.5558	198.4314	8388262	8388362	8388363	3	3	3	31000	7782400	21.18702	2.519	µW/(cm² nm)	0	"021|"	8/18/2019 6:15:28 PM
EdZ	2	000542	Aggregator	"v:1.35 12/18/11 HDpx | 0, V2 optical head"	6/13/2008	1/1/2001	67	125		D_EdZ																	24.09052	6.52		0	"022||P:4,2,19||H:0"	8/18/2019 6:15:28 PM
EdZ305	A	001999	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	305	EdZ	Auto	False	PrimaryInput	Gain_1	0.016134		214.4325	199.0138	8388540	8388710	8388711	3	3	3	31000	7782400	22.46798	2.543	µW/(cm² nm)	0	"023|"	8/18/2019 6:15:28 PM
EdZ320	B	002000	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	320	EdZ	Auto	False	PrimaryInput	Gain_1	0.102594		212.4297	198.6762	8388848	8389085	8389085	3	3	3	31000	7782400	22.46798	2.543	µW/(cm² nm)	0	"024|"	8/18/2019 6:15:28 PM
EdZ340	C	002001	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	340	EdZ	Auto	False	PrimaryInput	Gain_1	0.08129975		215.4351	198.7926	8388254	8388517	8388516	3	3	3	31000	7782400	22.04099	2.539	µW/(cm² nm)	0	"025|"	8/18/2019 6:15:28 PM
EdZ380	D	002002	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	380	EdZ	Auto	False	PrimaryInput	Gain_1	0.03916257		214.3257	199.0365	8388413	8388662	8388661	3	3	3	31000	7782400	22.46798	2.534	µW/(cm² nm)	0	"026|"	8/18/2019 6:15:28 PM
EdZ395	E	002003	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	395	EdZ	Auto	False	PrimaryInput	Gain_1	0.1280866		213.8509	198.8071	8387858	8388058	8388057	3	3	3	31000	7782400	22.46798	2.539	µW/(cm² nm)	0	"027|"	8/18/2019 6:15:28 PM
EdZ412	F	002004	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	412	EdZ	Auto	False	PrimaryInput	Gain_1	0.242488		212.4909	199.5338	8388452	8388703	8388701	3	3	3	31000	7782400	22.04099	2.534	µW/(cm² nm)	0	"028|"	8/18/2019 6:15:28 PM
EdZ443	G	002006	uRv2:3G	"v:2.003 03/04/11 3Gain"	1/21/2016	6/3/2019	67	125	443	EdZ	Auto	False	PrimaryInput	Gain_1	0.2122071		214.6389	198.8601	8388768	8389000	8388999	3	3	3	31000	7782400	22.04099	2.539	µW/(cm² nm)	0	"029|"	8/18/2019 6:15:28 PM
EdZ465	H	002019	uRv2:3G	"v:2.003 03/04/11 3Gain"	2/4/2016	6/3/2019	67	125	465	EdZ	Auto	False	PrimaryInput	Gain_1	0.1757399		215.3514	198.4511	8388833	8389042	8389041	3	3	3	31000	7782400	22.46798	2.539	µW/(cm² nm)	0	"030|"	8/18/2019 6:15:28 PM
EdZ490	I	002046	uRv2:3G	"v:2.003 03/04/11 3Gain"	2/5/2016	6/3/2019	67	125	490	EdZ	Auto	False	PrimaryInput	Gain_1	0.5121641		211.4195	198.6084	8387899	8388128	8388128	3	3	3	31000	7782400	22.46798	2.534	µW/(cm² nm)	0	"031|"	8/18/2019 6:15:28 PM
EdZ510	J	002056	uRv2:3G	"v:2.003 03/04/11 3Gain"	2/5/2016	6/3/2019	67	125	510	EdZ	Auto	False	PrimaryInput	Gain_1	0.4545083		211.1307	199.0716	8388530	8388719	8388716	3	3	3	31000	7782400	22.04099	2.529	µW/(cm² nm)	0	"032|"	8/18/2019 6:15:28 PM
EdZ532	K	002198	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/30/2016	6/3/2019	67	125	532	EdZ	Auto	False	PrimaryInput	Gain_1	0.6140748		211.7198	199.0974	8388305	8388557	8388557	3	3	3	31000	7782400	22.46798	2.539	µW/(cm² nm)	0	"033|"	8/18/2019 6:15:28 PM
EdZ560	L	002274	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	560	EdZ	Auto	False	PrimaryInput	Gain_1	0.5380285		210.2061	198.4895	8388814	8389022	8389021	3	3	3	31000	7782400	22.46798	2.534	µW/(cm² nm)	0	"034|"	8/18/2019 6:15:28 PM
EdZ589	M	002275	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	589	EdZ	Auto	False	PrimaryInput	Gain_1	0.6337765		217.3439	198.5236	8388716	8388914	8388914	3	3	3	31000	7782400	22.04099	2.534	µW/(cm² nm)	0	"035|"	8/18/2019 6:15:28 PM
EdZ625	N	002276	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	625	EdZ	Auto	False	PrimaryInput	Gain_1	0.9551818		209.0884	198.8274	8389060	8389243	8389242	3	3	3	31000	7782400	22.46798	2.524	µW/(cm² nm)	0	"036|"	8/18/2019 6:15:28 PM
EdZ665	O	002278	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	665	EdZ	Auto	False	PrimaryInput	Gain_1	1.181428		213.03	198.8397	8388794	8389003	8389000	3	3	3	31000	7782400	22.04099	2.539	µW/(cm² nm)	0	"037|"	8/18/2019 6:15:28 PM
EdZ683	P	002279	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	683	EdZ	Auto	False	PrimaryInput	Gain_1	1.318017		211.8748	198.8028	8388111	8388298	8388297	3	3	3	31000	7782400	22.89497	2.543	µW/(cm² nm)	0	"038|"	8/18/2019 6:15:28 PM
EdZ694	Q	002280	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	694	EdZ	Auto	False	PrimaryInput	Gain_1	1.091512		213.4764	198.8678	8388111	8388331	8388330	3	3	3	31000	7782400	22.46798	2.534	µW/(cm² nm)	0	"039|"	8/18/2019 6:15:28 PM
EdZ710	R	002281	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	710	EdZ	Auto	False	PrimaryInput	Gain_1	1.469193		213.2591	199.1709	8388375	8388576	8388575	3	3	3	31000	7782400	22.46798	2.529	µW/(cm² nm)	0	"040|"	8/18/2019 6:15:28 PM
EdZ780	S	002282	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	6/3/2019	67	125	780	EdZ	Auto	False	PrimaryInput	Gain_1	1.47967		208.8095	199.7746	8388230	8388406	8388406	3	3	3	31000	7782400	22.89497	2.524	µW/(cm² nm)	0	"041|"	8/18/2019 6:15:28 PM
LuZ	3	000543	Aggregator	"v:1.35 12/18/11 HDpx | 0, V2 optical head"	6/13/2008	1/1/2001	67	125		D_LuZ																	30.83689	6.424		0	"042||P:4,0,21||H:0"	8/18/2019 6:15:28 PM
LuZ305	A	002283	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	5/31/2019	67	125	305	LuZ	Auto	False	PrimaryInput	Gain_1	4.463377		211.2099	199.2124	8388635	8388964	8388962	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"043|"	8/18/2019 6:15:28 PM
LuZ320	B	002286	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	5/31/2019	67	125	320	LuZ	Auto	False	PrimaryInput	Gain_1	3.691861		212.028	198.9079	8388080	8388444	8388442	3	3	3	31000	7782400	28.27498	2.519	µW/(sr cm² nm)	0	"044|"	8/18/2019 6:15:28 PM
LuZ340	C	002287	uRv2:3G	"v:2.003 03/04/11 3Gain"	3/31/2016	5/31/2019	67	125	340	LuZ	Auto	False	PrimaryInput	Gain_1	2.598689		215.1892	199.0018	8388207	8388534	8388532	3	3	3	31000	7782400	28.27498	2.529	µW/(sr cm² nm)	0	"045|"	8/18/2019 6:15:28 PM
LuZ380	D	002289	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	380	LuZ	Auto	False	PrimaryInput	Gain_1	0.938247		210.7478	198.7522	8388026	8388393	8388393	3	3	3	31000	7782400	28.70196	2.524	µW/(sr cm² nm)	0	"046|"	8/18/2019 6:15:28 PM
LuZ395	E	002290	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	395	LuZ	Auto	False	PrimaryInput	Gain_1	3.138417		214.1524	199.0698	8388444	8388769	8388769	3	3	3	31000	7782400	28.70196	2.524	µW/(sr cm² nm)	0	"047|"	8/18/2019 6:15:28 PM
LuZ412	F	002291	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	412	LuZ	Auto	False	PrimaryInput	Gain_1	5.290409		214.0395	198.8649	8387972	8388322	8388321	3	3	3	31000	7782400	28.70196	2.529	µW/(sr cm² nm)	0	"048|"	8/18/2019 6:15:28 PM
LuZ443	G	002294	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	443	LuZ	Auto	False	PrimaryInput	Gain_1	3.30926		212.5068	199.3931	8388211	8388489	8388486	3	3	3	31000	7782400	28.70196	2.524	µW/(sr cm² nm)	0	"049|"	8/18/2019 6:15:28 PM
LuZ465	H	002295	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	465	LuZ	Auto	False	PrimaryInput	Gain_1	2.641223		213.2565	198.4998	8388593	8388887	8388885	3	3	3	31000	7782400	28.70196	2.524	µW/(sr cm² nm)	0	"050|"	8/18/2019 6:15:28 PM
LuZ490	I	002296	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	490	LuZ	Auto	False	PrimaryInput	Gain_1	7.867604		210.4387	198.9601	8388014	8388213	8388211	3	3	3	31000	7782400	28.27498	2.519	µW/(sr cm² nm)	0	"051|"	8/18/2019 6:15:28 PM
LuZ510	J	002297	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	510	LuZ	Auto	False	PrimaryInput	Gain_1	6.668365		215.1649	199.2847	8388955	8389190	8389188	3	3	3	31000	7782400	28.70196	2.519	µW/(sr cm² nm)	0	"052|"	8/18/2019 6:15:28 PM
LuZ532	K	002298	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	532	LuZ	Auto	False	PrimaryInput	Gain_1	8.738948		212.8524	199.8208	8387961	8388362	8388363	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"053|"	8/18/2019 6:15:28 PM
LuZ560	L	002299	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	560	LuZ	Auto	False	PrimaryInput	Gain_1	6.801251		213.0747	199.2472	8388633	8388628	8388628	3	3	3	31000	7782400	28.27498	2.519	µW/(sr cm² nm)	0	"054|"	8/18/2019 6:15:28 PM
LuZ589	M	002300	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	589	LuZ	Auto	False	PrimaryInput	Gain_1	7.939112		212.4663	198.8464	8388199	8388474	8388475	3	3	3	31000	7782400	28.70196	2.524	µW/(sr cm² nm)	0	"055|"	8/18/2019 6:15:28 PM
LuZ625	N	002301	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	625	LuZ	Auto	False	PrimaryInput	Gain_1	12.22738		211.4738	198.6431	8388334	8388699	8388697	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"056|"	8/18/2019 6:15:28 PM
LuZ665	O	002302	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	665	LuZ	Auto	False	PrimaryInput	Gain_1	13.29503		215.0718	198.9963	8388252	8388570	8388569	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"057|"	8/18/2019 6:15:28 PM
LuZ683	P	002303	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	683	LuZ	Auto	False	PrimaryInput	Gain_1	14.26248		211.3562	199.426	8388387	8388645	8388646	3	3	3	31000	7782400	28.70196	2.529	µW/(sr cm² nm)	0	"058|"	8/18/2019 6:15:28 PM
LuZ694	Q	002304	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	694	LuZ	Auto	False	PrimaryInput	Gain_1	11.02853		212.4675	198.7897	8388426	8388544	8388543	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"059|"	8/18/2019 6:15:28 PM
LuZ710	R	002306	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	710	LuZ	Auto	False	PrimaryInput	Gain_1	14.74266		210.1265	198.9192	8388168	8388462	8388460	3	3	3	31000	7782400	28.27498	2.524	µW/(sr cm² nm)	0	"060|"	8/18/2019 6:15:28 PM
LuZ780	S	002311	uRv2:3G	"v:2.003 03/04/11 3Gain"	4/7/2016	5/31/2019	67	125	780	LuZ	Auto	False	PrimaryInput	Gain_1	12.14156		209.3169	198.7904	8388565	8388817	8388816	3	3	3	31000	7782400	28.70196	2.509	µW/(sr cm² nm)	0	"061|"	8/18/2019 6:15:28 PM
LuZDepth	[	900076	uR01	"v:1.016 4/29/08 (inv)"	4/10/2008	8/9/2017	67	125	0	Depth	HighGain	False	PrimaryInput	Gain_32	-0.01197775	1			8149777	8149780		3	3		6963	7782400	29.12895	2.509	m	0	"062|"	8/18/2019 6:15:28 PM
LuZTemp	]	900077	uR01	"v:1.016 4/29/08 (inv)"	4/10/2008	8/8/2017	67	125	0	Temp	HighGain	False	PrimaryInput	Gain_128	-0.01644612	1			7599747	7599747		3	3		6963	7782400	28.70196	2.524	°C	0	"063|"	8/18/2019 6:15:28 PM
BioGPS	7	000547	Aggregator	"v:1.35 12/18/11 HDpx | 6, V2: GPS"	6/13/2008	1/1/2001	67	125		GPS																	23.74894	6.52		0	"064||P:5,0,1||H:6"	8/18/2019 6:15:28 PM
BioGPSPosition	@	000547	36,0	"v:1.35 12/18/11 HDpx"	6/13/2008	6/13/2008	1	0	0	GPS																				0	"065|"	8/18/2019 6:15:28 PM
End of Header
GeneralExcelTime	DateTime	DateTimeUTC	Millisecond (ms)	LuZDepth (m)	Ed0Roll (°)	Ed0Pitch (°)	EdZRoll (°)	EdZPitch (°)	Ed0305 (µW/(cm² nm))	Ed0320 (µW/(cm² nm))	Ed0340 (µW/(cm² nm))	Ed0380 (µW/(cm² nm))	Ed0395 (µW/(cm² nm))	Ed0412 (µW/(cm² nm))	Ed0443 (µW/(cm² nm))	Ed0465 (µW/(cm² nm))	Ed0490 (µW/(cm² nm))	Ed0510 (µW/(cm² nm))	Ed0532 (µW/(cm² nm))	Ed0560 (µW/(cm² nm))	Ed0589 (µW/(cm² nm))	Ed0625 (µW/(cm² nm))	Ed0665 (µW/(cm² nm))	Ed0683 (µW/(cm² nm))	Ed0694 (µW/(cm² nm))	Ed0710 (µW/(cm² nm))	Ed0780 (µW/(cm² nm))	EdZ305 (µW/(cm² nm))	EdZ320 (µW/(cm² nm))	EdZ340 (µW/(cm² nm))	EdZ380 (µW/(cm² nm))	EdZ395 (µW/(cm² nm))	EdZ412 (µW/(cm² nm))	EdZ443 (µW/(cm² nm))	EdZ465 (µW/(cm² nm))	EdZ490 (µW/(cm² nm))	EdZ510 (µW/(cm² nm))	EdZ532 (µW/(cm² nm))	EdZ560 (µW/(cm² nm))	EdZ589 (µW/(cm² nm))	EdZ625 (µW/(cm² nm))	EdZ665 (µW/(cm² nm))	EdZ683 (µW/(cm² nm))	EdZ694 (µW/(cm² nm))	EdZ710 (µW/(cm² nm))	EdZ780 (µW/(cm² nm))	LuZ305 (µW/(sr cm² nm))	LuZ320 (µW/(sr cm² nm))	LuZ340 (µW/(sr cm² nm))	LuZ380 (µW/(sr cm² nm))	LuZ395 (µW/(sr cm² nm))	LuZ412 (µW/(sr cm² nm))	LuZ443 (µW/(sr cm² nm))	LuZ465 (µW/(sr cm² nm))	LuZ490 (µW/(sr cm² nm))	LuZ510 (µW/(sr cm² nm))	LuZ532 (µW/(sr cm² nm))	LuZ560 (µW/(sr cm² nm))	LuZ589 (µW/(sr cm² nm))	LuZ625 (µW/(sr cm² nm))	LuZ665 (µW/(sr cm² nm))	LuZ683 (µW/(sr cm² nm))	LuZ694 (µW/(sr cm² nm))	LuZ710 (µW/(sr cm² nm))	LuZ780 (µW/(sr cm² nm))	LuZTemp (°C)	BioGPSPosition (position)	Ed0Tilt (°)	EdZTilt (°)	SolarZenithAngle (°)	SolarAzimuthAngle (°)
43695.7629078125	8/18/2019 6:18:35 PM	08/18/2019 06:18:35.235 PM	235	0.9792276	0.06989381	0.2795763	-2.796863	-0.4193665	2.440469	22.5958	44.73299	59.41213	63.9493	102.1604	114.4278	127.2332	123.6086	125.0708	121.5904	116.6815	108.6305	105.6145	103.9759	93.95779	89.03249	88.92251	80.5751	0.001002499	0.002922839	0.04499649	1.116702	2.530016	7.89247	20.15221	33.06257	42.17014	47.88669	54.51785	57.56956	54.80897	50.82185	45.12833	42.12658	37.38012	30.46845	6.222734	2.306915E-05	2.25832E-05	4.352123E-05	0.0008541372	0.003066055	0.01046998	0.04820904	0.113034	0.2241775	0.3240944	0.4562091	0.6374726	0.4803779	0.1553139	0.0771381	0.08291282	0.05502839	0.0244831	0.0007032669	6.899239	-6806.592	0.2881803	-2.82803	-999	-999
43695.7629085301	8/18/2019 6:18:35 PM	08/18/2019 06:18:35.297 PM	297	0.9687712	0	0.7688549	-2.936826	-0.2795763	2.440597	22.60246	44.75645	59.45986	63.9513	102.1732	114.4423	127.2568	123.6279	125.0837	121.6058	116.6995	108.6518	105.635	103.9953	93.97182	89.04831	88.93752	80.59061	0.0008587444	0.003234576	0.04530504	1.106307	2.500058	7.777169	19.97047	32.77156	41.91812	47.78521	54.08366	57.22372	54.83348	50.27249	45.92896	42.51655	37.80817	30.61999	6.512345	1.412592E-05	2.15086E-05	5.528816E-05	0.0008653913	0.003098961	0.01055088	0.04833805	0.1138705	0.2252948	0.3251358	0.4573568	0.6390961	0.4826009	0.1571888	0.07876381	0.0846711	0.05691131	0.02576483	0.0008167455	6.906268	4908.012	0.7688549	-2.950057	-999	-999
43695.7629092593	8/18/2019 6:18:35 PM	08/18/2019 06:18:35.36 PM	360	0.9581468	-0.2795763	1.46793	-2.936826	0.9785607	2.440079	22.59379	44.71989	59.42112	63.92226	102.116	114.3864	127.1828	123.5517	125.0088	121.5286	116.6292	108.5864	105.5741	103.9329	93.90691	88.99677	88.88089	80.54409	0.002069309	0.003012076	0.04764061	1.122749	2.519919	7.805171	19.93503	32.5314	41.46045	47.28482	53.18423	55.66513	53.30765	48.3537	44.64936	40.83118	36.44615	29.3993	6.376712	1.832404E-05	2.575741E-05	5.859982E-05	0.0009382499	0.003193613	0.01082778	0.04904683	0.1150703	0.2268527	0.3269478	0.4594455	0.6414863	0.4848976	0.1587748	0.08017936	0.08637922	0.05800607	0.02656632	0.0008884048	6.897443	10	-1.494294	-3.095024	-999	-999
43695.7629099769	8/18/2019 6:18:35 PM	08/18/2019 06:18:35.422 PM	422	0.9472674	-0.4892626	1.607768	-2.866842	0.9785607	2.438217	22.57834	44.69897	59.37997	63.87075	102.0354	114.2833	127.0611	123.4382	124.8879	121.4127	116.5151	108.4751	105.46	103.8258	93.81064	88.90551	88.78947	80.45732	9.079234E-05	0.004364924	0.06755855	1.778364	4.025625	10.8292	32.38918	53.22361	68.47864	79.9628	89.72837	90.49526	88.86288	78.61378	79.41233	69.00479	62.2667	49.24519	11.62621	1.754459E-05	1.352347E-05	4.448419E-05	0.0009403966	0.003319984	0.0112252	0.05026308	0.1172445	0.2295482	0.3299947	0.4631457	0.6455534	0.4890219	0.1622919	0.08319617	0.08974022	0.06135966	0.02889805	0.00110838	6.88688	-998	-1.68049	-3.028725	-999	-999
